cluster_id,k,alpha,beta,gamma,total_greedy_score,final_step_score,selected_verifiers,selected_param_counts_GB
0,10,1.0,1.0,1.0,-4.820981658650198,-0.9679352442708694,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, EurusPRMStage2_max_scores, GPM_scores, GRMLlama32_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, QwenPRM_avg_scores","2.0, 7.0, 7.0, 7.0, 8.0, 3.0, 7.0, 7.0, 7.0, 7.0"
0,15,1.0,0.25,0.25,4.0543733913719535,0.13458233112342477,"GRMLlama32_scores, EurusPRMStage1_max_scores, EurusPRMStage2_max_scores, GRMGemma_scores, QwenPRM_min_scores, EurusPRMStage2_avg_scores, QwenPRM_max_scores, GPM_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, QRM_scores, EurusPRMStage1_min_scores, EurusPRMStage2_min_scores, ArmorRM_scores, QwenPRM_avg_scores","3.0, 7.0, 7.0, 2.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 8.0, 7.0, 7.0, 8.0, 7.0"
0,15,1.0,0.25,0.5,0.9615322870789464,-0.1032988186484563,"GRMGemma_scores, EurusPRMStage1_max_scores, GRMLlama32_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores, EurusPRMStage2_avg_scores, QwenPRM_max_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, EurusPRMStage1_min_scores, GPM_scores, EurusPRMStage2_min_scores, QRM_scores, QwenPRM_avg_scores, ArmorRM_scores","2.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 8.0, 7.0, 8.0"
0,15,1.0,0.25,1.0,-5.22653254132638,-0.6032988186484562,"GRMGemma_scores, GRMLlama32_scores, EurusPRMStage1_max_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores, EurusPRMStage2_avg_scores, QwenPRM_max_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, EurusPRMStage1_min_scores, EurusPRMStage2_min_scores, QwenPRM_avg_scores, GPM_scores, QRM_scores, ArmorRM_scores","2.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0"
0,15,1.0,0.5,0.25,2.367354142550719,-0.07948516643444181,"GRMLlama32_scores, EurusPRMStage1_max_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores, GPM_scores, QwenPRM_max_scores, EurusPRMStage2_avg_scores, GRMGemma_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, EurusPRMStage2_min_scores, QwenPRM_avg_scores, QRM_scores, ArmorRM_scores","3.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 2.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
0,15,1.0,0.5,0.5,-0.7673607121931163,-0.3294851664344418,"GRMGemma_scores, EurusPRMStage1_max_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores, GRMLlama32_scores, GPM_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, EurusPRMStage2_min_scores, QwenPRM_avg_scores, QRM_scores, ArmorRM_scores","2.0, 7.0, 7.0, 7.0, 3.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
0,15,1.0,0.5,1.0,-6.954860712193115,-0.8294851664344418,"GRMGemma_scores, EurusPRMStage1_max_scores, GRMLlama32_scores, EurusPRMStage2_max_scores, QwenPRM_min_scores, QwenPRM_max_scores, GPM_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, EurusPRMStage2_min_scores, QwenPRM_avg_scores, QRM_scores, ArmorRM_scores","2.0, 7.0, 3.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
0,15,1.0,1.0,0.25,-1.07581007825573,-0.5318578620064128,"GRMLlama32_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, QwenPRM_avg_scores, EurusPRMStage1_avg_scores, GRMGemma_scores, EurusPRMStage2_min_scores, InternLM2Reward7B_scores, QRM_scores, ArmorRM_scores","3.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 2.0, 7.0, 7.0, 8.0, 8.0"
0,15,1.0,1.0,0.5,-4.259687489523869,-0.7818578620064128,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, EurusPRMStage2_max_scores, GPM_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, GRMLlama32_scores, EurusPRMStage2_avg_scores, QwenPRM_avg_scores, EurusPRMStage1_avg_scores, EurusPRMStage2_min_scores, InternLM2Reward7B_scores, QRM_scores, ArmorRM_scores","2.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
0,15,1.0,1.0,1.0,-10.455402595067405,-1.281857862006413,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, EurusPRMStage2_max_scores, GPM_scores, GRMLlama32_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, QwenPRM_avg_scores, EurusPRMStage1_avg_scores, EurusPRMStage2_min_scores, InternLM2Reward7B_scores, QRM_scores, ArmorRM_scores","2.0, 7.0, 7.0, 7.0, 8.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
1,5,1.0,0.25,0.25,1.8148557563242247,0.2136861051074347,"EurusPRMStage1_max_scores, GRMGemma_scores, QwenPRM_min_scores, QwenPRM_avg_scores, GPM_scores","7.0, 2.0, 7.0, 7.0, 8.0"
1,5,1.0,0.25,0.5,0.9737166831563918,0.025148450850035364,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMLlama32_scores, QwenPRM_avg_scores","2.0, 7.0, 7.0, 3.0, 7.0"
1,5,1.0,0.25,1.0,-0.6628743358281681,-0.41235154914996464,"GRMGemma_scores, GRMLlama32_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, QwenPRM_avg_scores","2.0, 3.0, 7.0, 7.0, 7.0"
1,5,1.0,0.5,0.25,1.7610518622659805,0.14978829921085157,"EurusPRMStage1_max_scores, GRMGemma_scores, QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores","7.0, 2.0, 7.0, 8.0, 7.0"
1,5,1.0,0.5,0.5,0.7923018622659805,-0.06896170078914843,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores","2.0, 7.0, 7.0, 8.0, 7.0"
1,5,1.0,0.5,1.0,-0.91882013886985,-0.5064617007891484,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMLlama32_scores, EurusPRMStage2_max_scores","2.0, 7.0, 7.0, 3.0, 7.0"
1,5,1.0,1.0,0.25,1.688202926889272,-0.0036731513277365457,"EurusPRMStage1_max_scores, GRMGemma_scores, QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores","7.0, 2.0, 7.0, 8.0, 7.0"
1,5,1.0,1.0,0.5,0.719452926889272,-0.22242315132773655,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores","2.0, 7.0, 7.0, 8.0, 7.0"
1,5,1.0,1.0,1.0,-1.218047073110728,-0.6599231513277366,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores","2.0, 7.0, 7.0, 8.0, 7.0"
1,10,1.0,0.25,0.25,2.6924972372483227,0.12556971246812132,"EurusPRMStage1_max_scores, GRMGemma_scores, QwenPRM_min_scores, QwenPRM_avg_scores, GPM_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, GRMLlama32_scores, EurusPRMStage2_max_scores, QwenPRM_max_scores","7.0, 2.0, 7.0, 7.0, 8.0, 7.0, 7.0, 3.0, 7.0, 7.0"
1,10,1.0,0.25,0.5,0.7451203001249863,-0.09318028753187868,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMLlama32_scores, QwenPRM_avg_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, GPM_scores, EurusPRMStage2_max_scores, QwenPRM_max_scores","2.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0"
1,10,1.0,0.25,1.0,-3.141470718859573,-0.5363138948925653,"GRMGemma_scores, GRMLlama32_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, QwenPRM_avg_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, EurusPRMStage2_max_scores, QwenPRM_max_scores, GPM_scores","2.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0"
1,10,1.0,0.5,0.25,1.8246690680852682,-0.04456658490156806,"EurusPRMStage1_max_scores, GRMGemma_scores, QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, InternLM2Reward7B_scores, EurusPRMStage1_avg_scores, EurusPRMStage1_min_scores, GRMLlama32_scores","7.0, 2.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0"
1,10,1.0,0.5,0.5,-0.132584806161404,-0.2624052683578232,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, GRMLlama32_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, EurusPRMStage1_min_scores","2.0, 7.0, 7.0, 8.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0"
1,10,1.0,0.5,1.0,-4.007584806161404,-0.6999052683578232,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMLlama32_scores, EurusPRMStage2_max_scores, GPM_scores, QwenPRM_avg_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, EurusPRMStage1_min_scores","2.0, 7.0, 7.0, 3.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0"
1,10,1.0,1.0,0.25,0.22882886318811047,-0.3818243220126858,"EurusPRMStage1_max_scores, GRMGemma_scores, QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, InternLM2Reward7B_scores, EurusPRMStage1_avg_scores, EurusPRMStage2_avg_scores","7.0, 2.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0"
1,10,1.0,1.0,0.5,-1.8306406333831118,-0.5975438185839079,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, InternLM2Reward7B_scores, EurusPRMStage1_avg_scores, GRMLlama32_scores","2.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0"
1,10,1.0,1.0,1.0,-5.795663242536688,-1.0009379293392222,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores, GRMLlama32_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores","2.0, 7.0, 7.0, 8.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0"
1,15,1.0,0.25,0.25,3.132733503503765,0.06611350988199738,"EurusPRMStage1_max_scores, GRMGemma_scores, QwenPRM_min_scores, QwenPRM_avg_scores, GPM_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, GRMLlama32_scores, EurusPRMStage2_max_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, GRM_scores, ArmorRM_scores, URM_scores","7.0, 2.0, 7.0, 7.0, 8.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0"
1,15,1.0,0.25,0.5,0.03185751341406118,-0.17982409917958048,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMLlama32_scores, QwenPRM_avg_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, GPM_scores, EurusPRMStage2_max_scores, QwenPRM_max_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, EurusPRMStage2_min_scores, GRM_scores, ArmorRM_scores","2.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
1,15,1.0,0.25,1.0,-6.167233505570499,-0.6798240991795805,"GRMGemma_scores, GRMLlama32_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, QwenPRM_avg_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, EurusPRMStage2_max_scores, QwenPRM_max_scores, GPM_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, EurusPRMStage2_min_scores, GRM_scores, ArmorRM_scores","2.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 8.0, 8.0"
1,15,1.0,0.5,0.25,1.2693151699852816,-0.15015410092745018,"EurusPRMStage1_max_scores, GRMGemma_scores, QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, InternLM2Reward7B_scores, EurusPRMStage1_avg_scores, EurusPRMStage1_min_scores, GRMLlama32_scores, QwenPRM_max_scores, EurusPRMStage2_avg_scores, EurusPRMStage2_min_scores, GRM_scores, ArmorRM_scores","7.0, 2.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 8.0, 8.0"
1,15,1.0,0.5,0.5,-1.8441887042613905,-0.4001541009274502,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, GRMLlama32_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, EurusPRMStage1_min_scores, QwenPRM_max_scores, EurusPRMStage2_avg_scores, EurusPRMStage2_min_scores, GRM_scores, ArmorRM_scores","2.0, 7.0, 7.0, 8.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
1,15,1.0,0.5,1.0,-8.031688704261391,-0.9001541009274502,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMLlama32_scores, EurusPRMStage2_max_scores, GPM_scores, QwenPRM_avg_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, EurusPRMStage1_min_scores, QwenPRM_max_scores, EurusPRMStage2_avg_scores, EurusPRMStage2_min_scores, GRM_scores, ArmorRM_scores","2.0, 7.0, 7.0, 3.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
1,15,1.0,1.0,0.25,-2.4370846766993743,-0.5992559210539465,"EurusPRMStage1_max_scores, GRMGemma_scores, QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, InternLM2Reward7B_scores, EurusPRMStage1_avg_scores, EurusPRMStage2_avg_scores, QwenPRM_max_scores, GRMLlama32_scores, EurusPRMStage2_min_scores, ArmorRM_scores, GRM_scores","7.0, 2.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 8.0, 8.0"
1,15,1.0,1.0,0.5,-5.556116185913371,-0.8492559210539465,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, InternLM2Reward7B_scores, EurusPRMStage1_avg_scores, GRMLlama32_scores, EurusPRMStage2_avg_scores, QwenPRM_max_scores, EurusPRMStage2_min_scores, ArmorRM_scores, GRM_scores","2.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 3.0, 7.0, 7.0, 7.0, 8.0, 8.0"
1,15,1.0,1.0,1.0,-11.83363879506695,-1.3492559210539465,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GPM_scores, EurusPRMStage2_max_scores, GRMLlama32_scores, QwenPRM_avg_scores, EurusPRMStage1_min_scores, EurusPRMStage1_avg_scores, InternLM2Reward7B_scores, EurusPRMStage2_avg_scores, QwenPRM_max_scores, EurusPRMStage2_min_scores, ArmorRM_scores, GRM_scores","2.0, 7.0, 7.0, 8.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0"
2,5,1.0,0.25,0.25,1.8496904385064266,0.26770636822230587,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMLlama32_scores, QwenPRM_max_scores","2.0, 7.0, 7.0, 3.0, 7.0"
2,5,1.0,0.25,0.5,1.034397924007266,0.04895636822230587,"GRMGemma_scores, EurusPRMStage1_max_scores, GRMLlama32_scores, QwenPRM_min_scores, QwenPRM_max_scores","2.0, 7.0, 3.0, 7.0, 7.0"
2,5,1.0,0.25,1.0,-0.5946797731200196,-0.38854363177769413,"GRMGemma_scores, GRMLlama32_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, QwenPRM_max_scores","2.0, 3.0, 7.0, 7.0, 7.0"
2,5,1.0,0.5,0.25,1.8329747855318723,0.20047476120634738,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, GPM_scores","2.0, 7.0, 7.0, 7.0, 8.0"
2,5,1.0,0.5,0.5,0.8642247855318725,-0.049525238793652615,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, GPM_scores","2.0, 7.0, 7.0, 7.0, 8.0"
2,5,1.0,0.5,1.0,-0.7683869942630686,-0.4186422046625523,"GRMGemma_scores, EurusPRMStage1_max_scores, GRMLlama32_scores, QwenPRM_max_scores, QwenPRM_min_scores","2.0, 7.0, 3.0, 7.0, 7.0"
2,5,1.0,1.0,0.25,1.9376753661589967,0.15889631236230106,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, GPM_scores","2.0, 7.0, 7.0, 7.0, 8.0"
2,5,1.0,1.0,0.5,0.9689253661589967,-0.09110368763769894,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, GPM_scores","2.0, 7.0, 7.0, 7.0, 8.0"
2,5,1.0,1.0,1.0,-0.9685746338410031,-0.5911036876376989,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, GPM_scores","2.0, 7.0, 7.0, 7.0, 8.0"
2,10,1.0,0.25,0.25,2.8868305690911114,0.17419723551340116,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, GRMLlama32_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, GPM_scores, EurusPRMStage1_min_scores, InternLM2Reward7B_scores, EurusPRMStage2_avg_scores","2.0, 7.0, 7.0, 3.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0"
2,10,1.0,0.25,0.5,0.9465380545919504,-0.04455276448659884,"GRMGemma_scores, EurusPRMStage1_max_scores, GRMLlama32_scores, QwenPRM_min_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, EurusPRMStage1_min_scores, InternLM2Reward7B_scores, GPM_scores, EurusPRMStage2_avg_scores","2.0, 7.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0"
2,10,1.0,0.25,1.0,-2.91734241300818,-0.5135387848444745,"GRMGemma_scores, GRMLlama32_scores, EurusPRMStage1_max_scores, QwenPRM_min_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, EurusPRMStage1_min_scores, InternLM2Reward7B_scores, EurusPRMStage2_avg_scores, EurusPRMStage2_min_scores","2.0, 3.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0"
2,10,1.0,0.5,0.25,2.1150256286648674,0.003962672973468195,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, GPM_scores, EurusPRMStage1_min_scores, QwenPRM_max_scores, QwenPRM_min_scores, GRMLlama32_scores, EurusPRMStage2_avg_scores","2.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0, 3.0, 7.0"
2,10,1.0,0.5,0.5,0.16897034113046122,-0.2147873270265318,"GRMGemma_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, EurusPRMStage2_max_scores, GPM_scores, GRMLlama32_scores, EurusPRMStage1_min_scores, QwenPRM_max_scores, QwenPRM_min_scores, EurusPRMStage2_avg_scores","2.0, 7.0, 7.0, 7.0, 8.0, 3.0, 7.0, 7.0, 7.0, 7.0"
2,10,1.0,0.5,1.0,-3.646098035978272,-0.6530610225927034,"GRMGemma_scores, EurusPRMStage1_max_scores, GRMLlama32_scores, QwenPRM_max_scores, QwenPRM_min_scores, EurusPRMStage2_max_scores, GPM_scores, EurusPRMStage1_min_scores, EurusPRMStage2_avg_scores, InternLM2Reward7B_scores","2.0, 7.0, 3.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0"
