k,alpha,beta,gamma,total_greedy_score,final_step_score,selected_verifiers,selected_param_counts_GB,num_verifiers,total_param_GB
10,1.0,0.25,0.5,5.95673502322252,0.5354837323062426,"OffsetBias_scores, DeepSeekQwen32B_verdicts, ArmorRM_scores, URM_scores, GRM_scores, DecisionTreeReward8B_scores, SkyworksGemma_scores, InternLM2Reward7B_scores, Llama-3.3-70B-Instruct_verdicts, InternLM2RewardModel_scores","8.0, 32.0, 8.0, 8.0, 8.0, 8.0, 27.0, 7.0, 70.0, 20.0",10,196.0
10,1.0,0.25,1.0,5.806045198602088,0.5196650273117097,"OffsetBias_scores, DeepSeekQwen32B_verdicts, ArmorRM_scores, URM_scores, GRM_scores, DecisionTreeReward8B_scores, InternLM2Reward7B_scores, QwenPRM_max_scores, EurusPRMStage2_avg_scores, QRM_scores","8.0, 32.0, 8.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0, 8.0",10,101.0
10,1.0,0.5,0.25,5.1231055886324475,0.4065571148312319,"OffsetBias_scores, EurusPRMStage1_max_scores, DeepSeekQwen32B_verdicts, URM_scores, QwenPRM_max_scores, Llama-3.3-70B-Instruct_verdicts, EurusPRMStage2_max_scores, GPM_scores, SkyT1_verdicts, EurusPRMStage2_avg_scores","8.0, 7.0, 32.0, 8.0, 7.0, 70.0, 7.0, 8.0, 32.0, 7.0",10,186.0
10,1.0,0.5,0.5,5.008290773817632,0.3921906593751714,"OffsetBias_scores, EurusPRMStage1_max_scores, DeepSeekQwen32B_verdicts, URM_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, GPM_scores, Llama-3.3-70B-Instruct_verdicts, EurusPRMStage2_avg_scores, SkyT1_verdicts","8.0, 7.0, 32.0, 8.0, 7.0, 7.0, 8.0, 70.0, 7.0, 32.0",10,186.0
10,1.0,0.5,1.0,4.811047265696169,0.35268448653566525,"OffsetBias_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, URM_scores, DeepSeekQwen32B_verdicts, EurusPRMStage2_max_scores, GPM_scores, EurusPRMStage2_avg_scores, ArmorRM_scores, SkyT1_verdicts","8.0, 7.0, 7.0, 8.0, 32.0, 7.0, 8.0, 7.0, 8.0, 32.0",10,124.0
10,1.0,1.0,0.25,4.176258966741632,0.19180142286332863,"OffsetBias_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, GPM_scores, EurusPRMStage2_max_scores, URM_scores, DeepSeekQwen32B_verdicts, Qwen/Qwen2.5-72B-Instruct_verdicts, Llama-3.3-70B-Instruct_verdicts, SkyT1_verdicts","8.0, 7.0, 7.0, 8.0, 7.0, 8.0, 32.0, 72.0, 70.0, 32.0",10,251.0
10,1.0,1.0,0.5,4.021320695136694,0.17204833644357556,"OffsetBias_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, GPM_scores, EurusPRMStage2_max_scores, URM_scores, DeepSeekQwen32B_verdicts, Qwen/Qwen2.5-72B-Instruct_verdicts, Llama-3.3-70B-Instruct_verdicts, SkyT1_verdicts","8.0, 7.0, 7.0, 8.0, 7.0, 8.0, 32.0, 72.0, 70.0, 32.0",10,251.0
10,1.0,1.0,1.0,3.7656183185892194,0.12300646564128646,"OffsetBias_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, GPM_scores, EurusPRMStage2_max_scores, URM_scores, DeepSeekQwen32B_verdicts, EurusPRMStage2_avg_scores, SkyT1_verdicts, EurusPRMStage1_min_scores","8.0, 7.0, 7.0, 8.0, 7.0, 8.0, 32.0, 7.0, 32.0, 7.0",10,123.0
15,1.0,0.25,0.25,8.751135328280252,0.5220149072607225,"OffsetBias_scores, DeepSeekQwen32B_verdicts, ArmorRM_scores, Llama-3.3-70B-Instruct_verdicts, URM_scores, GRM_scores, SkyworksGemma_scores, DecisionTreeReward8B_scores, InternLM2RewardModel_scores, InternLM2Reward7B_scores, DecisionTreeReward27B_scores, QwenPRM_max_scores, EurusPRMStage2_avg_scores, QRM_scores, SkyT1_verdicts","8.0, 32.0, 8.0, 70.0, 8.0, 8.0, 27.0, 8.0, 20.0, 7.0, 27.0, 7.0, 7.0, 8.0, 32.0",15,277.0
15,1.0,0.25,0.5,8.586638900508248,0.5115298688496615,"OffsetBias_scores, DeepSeekQwen32B_verdicts, ArmorRM_scores, URM_scores, GRM_scores, DecisionTreeReward8B_scores, SkyworksGemma_scores, InternLM2Reward7B_scores, Llama-3.3-70B-Instruct_verdicts, InternLM2RewardModel_scores, QwenPRM_max_scores, EurusPRMStage2_avg_scores, QRM_scores, DecisionTreeReward27B_scores, GRMGemma_scores","8.0, 32.0, 8.0, 8.0, 8.0, 8.0, 27.0, 7.0, 70.0, 20.0, 7.0, 7.0, 8.0, 27.0, 2.0",15,247.0
15,1.0,0.25,1.0,8.320900009352838,0.4847898381008325,"OffsetBias_scores, DeepSeekQwen32B_verdicts, ArmorRM_scores, URM_scores, GRM_scores, DecisionTreeReward8B_scores, InternLM2Reward7B_scores, QwenPRM_max_scores, EurusPRMStage2_avg_scores, QRM_scores, SkyworksGemma_scores, InternLM2RewardModel_scores, GRMGemma_scores, DecisionTreeReward27B_scores, GRMLlama32_scores","8.0, 32.0, 8.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0, 8.0, 27.0, 20.0, 2.0, 27.0, 3.0",15,180.0
15,1.0,0.5,0.25,6.938165196656373,0.33747302461956724,"OffsetBias_scores, EurusPRMStage1_max_scores, DeepSeekQwen32B_verdicts, URM_scores, QwenPRM_max_scores, Llama-3.3-70B-Instruct_verdicts, EurusPRMStage2_max_scores, GPM_scores, SkyT1_verdicts, EurusPRMStage2_avg_scores, Qwen/Qwen2.5-72B-Instruct_verdicts, QwenPRM_min_scores, ArmorRM_scores, Skyworks_scores, EurusPRMStage1_min_scores","8.0, 7.0, 32.0, 8.0, 7.0, 70.0, 7.0, 8.0, 32.0, 7.0, 72.0, 7.0, 8.0, 8.0, 7.0",15,288.0
15,1.0,0.5,0.5,6.760387418878595,0.33315203696524626,"OffsetBias_scores, EurusPRMStage1_max_scores, DeepSeekQwen32B_verdicts, URM_scores, QwenPRM_max_scores, EurusPRMStage2_max_scores, GPM_scores, Llama-3.3-70B-Instruct_verdicts, EurusPRMStage2_avg_scores, SkyT1_verdicts, QwenPRM_min_scores, ArmorRM_scores, Skyworks_scores, Qwen/Qwen2.5-72B-Instruct_verdicts, EurusPRMStage1_min_scores","8.0, 7.0, 32.0, 8.0, 7.0, 7.0, 8.0, 70.0, 7.0, 32.0, 7.0, 8.0, 8.0, 72.0, 7.0",15,288.0
15,1.0,0.5,1.0,6.439792956495808,0.31311921305153206,"OffsetBias_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, URM_scores, DeepSeekQwen32B_verdicts, EurusPRMStage2_max_scores, GPM_scores, EurusPRMStage2_avg_scores, ArmorRM_scores, SkyT1_verdicts, GRMLlama32_scores, Llama-3.3-70B-Instruct_verdicts, EurusPRMStage1_min_scores, GRM_scores, GRMGemma_scores","8.0, 7.0, 7.0, 8.0, 32.0, 7.0, 8.0, 7.0, 8.0, 32.0, 3.0, 70.0, 7.0, 8.0, 2.0",15,214.0
15,1.0,1.0,0.25,4.580739188780585,0.003369771264603423,"OffsetBias_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, GPM_scores, EurusPRMStage2_max_scores, URM_scores, DeepSeekQwen32B_verdicts, Qwen/Qwen2.5-72B-Instruct_verdicts, Llama-3.3-70B-Instruct_verdicts, SkyT1_verdicts, EurusPRMStage2_avg_scores, EurusPRMStage1_min_scores, Skyworks_scores, QwenPRM_max_scores, Qwen72B_scores","8.0, 7.0, 7.0, 8.0, 7.0, 8.0, 32.0, 72.0, 70.0, 32.0, 7.0, 7.0, 8.0, 7.0, 72.0",15,352.0
15,1.0,1.0,0.5,4.363455238163302,-0.04107467317984102,"OffsetBias_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, GPM_scores, EurusPRMStage2_max_scores, URM_scores, DeepSeekQwen32B_verdicts, Qwen/Qwen2.5-72B-Instruct_verdicts, Llama-3.3-70B-Instruct_verdicts, SkyT1_verdicts, EurusPRMStage2_avg_scores, EurusPRMStage1_min_scores, Skyworks_scores, QwenPRM_max_scores, Qwen72B_scores","8.0, 7.0, 7.0, 8.0, 7.0, 8.0, 32.0, 72.0, 70.0, 32.0, 7.0, 7.0, 8.0, 7.0, 72.0",15,352.0
15,1.0,1.0,1.0,3.984078212310953,-0.07477268668650967,"OffsetBias_scores, EurusPRMStage1_max_scores, QwenPRM_avg_scores, GPM_scores, EurusPRMStage2_max_scores, URM_scores, DeepSeekQwen32B_verdicts, EurusPRMStage2_avg_scores, SkyT1_verdicts, EurusPRMStage1_min_scores, Qwen/Qwen2.5-72B-Instruct_verdicts, Llama-3.3-70B-Instruct_verdicts, Skyworks_scores, QwenPRM_max_scores, GRMGemma_scores","8.0, 7.0, 7.0, 8.0, 7.0, 8.0, 32.0, 7.0, 32.0, 7.0, 72.0, 70.0, 8.0, 7.0, 2.0",15,282.0
